Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_DIRECT,GO:0005576~extracellular region,57,20.80291971,1.29E-06,"SERPINA3, SPARC, COL16A1, ECM2, CXCL1, IFI30, PCSK5, LGALS3, OLR1, TIMP1, PTGDS, HSP90AA1, ANXA1, COL27A1, ANXA2, CES4A, CAT, S100A6, COL8A2, CHI3L2, COL8A1, SERPING1, CHI3L1, S100A4, MASP1, CD44, C1S, SEMA3B, CFI, LPL, LY96, TNFRSF11B, PLA2G7, FSTL1, ADAMTS14, NPY, CPAMD8, SPP1, CCL3, ST3GAL4, S100A12, CCL2, CD14, S100A10, NTNG2, TGFB2, ANGPT1, BTBD17, DEFA3, CCK, CP, IGLL5, FABP5, IGLL1, APOC1, COL9A3, TGFBI",270,2248,20666,1.940757216,4.24E-04,9.33E-05,8.82E-05
GOTERM_CC_DIRECT,GO:0010008~endosome membrane,17,6.204379562,1.42E-06,"SUN2, ABCA2, STEAP3, HLA-DRB5, ANXA1, GOLIM4, LY96, ANTXR1, RAB23, HLA-DRA, TAB2, CD14, NCDN, SLC15A3, ATP6V0E2, ATP6V0C, HLA-DPA1",270,290,20666,4.486871009,4.67E-04,9.33E-05,8.82E-05
GOTERM_CC_DIRECT,GO:0005886~plasma membrane,107,39.05109489,3.92E-06,"CNTFR, CD84, STEAP3, SPARC, RAB3A, GPR65, HDAC11, ARHGDIG, ANTXR1, LGALS3, ADORA3, CCRL2, ADORA1, CA14, ARRDC4, PAQR6, GABRG2, GEM, TYROBP, DAAM1, S100A6, CERCAM, LLGL2, TMEM63A, CFI, C5AR1, LY96, ITPR2, LPL, FPR3, TNFRSF11B, RASAL1, CABP1, SLC5A3, KLC2, CPAMD8, S100A12, MBP, CD14, S100A10, ABCA1, CCR1, ABCA2, MSR1, NTNG2, HLA-DRB5, DTNA, BTBD17, FZD7, PARP14, CP, GNAO1, DAB2, PTPRC, HLA-DRA, TAB2, TGFBI, ADA, MS4A7, FTCD, OLR1, HLA-DPA1, HSP90AA1, ANXA1, ANXA2, ABCC8, OPALIN, EXOC7, EMP1, ANO6, EMP3, PLSCR1, PALLD, PLSCR4, TLR5, ATP6V0C, CD44, DDR2, COLEC12, MGRN1, SEMA3B, CXCR4, EHBP1, ERBB3, SV2B, GPNMB, RAB23, PDPN, GNG8, S1PR3, APBB1, PIRT, SLC12A5, ANGPT1, RFTN1, HIP1R, MIB2, PLEKHA4, SORBS1, LILRB3, MERTK, FCGR2A, FABP5, VIM, RGS11, EVI2B, APBA2",270,5534,20666,1.479916744,0.001288066,2.15E-04,2.03E-04
GOTERM_CC_DIRECT,GO:0005581~collagen trimer,10,3.649635036,5.85E-06,"COLEC12, MSR1, SCARA3, COL27A1, COL16A1, COL8A2, SERPINH1, COL8A1, COL9A3, TIMP1",270,99,20666,7.731387954,0.001922348,2.75E-04,2.60E-04
GOTERM_CC_DIRECT,GO:0005615~extracellular space,50,18.24817518,8.92E-06,"SERPINA3, FCGBP, SPARC, COL16A1, CXCL1, PCSK5, LGALS3, NAMPT, TIMP1, PTGDS, ANXA1, COL27A1, ANXA2, CAT, S100A6, COL8A2, CHI3L2, COL8A1, SERPING1, CHI3L1, S100A4, MASP1, COLEC12, C1S, CFI, LPL, TNFRSF11B, CABP1, FSTL1, ERBB3, NPY, CPAMD8, SPP1, CCL3, SERPINH1, CCL2, SFN, CD14, S100A10, CMTM7, TGFB2, ANGPT1, CMTM5, DEFA3, CCK, MERTK, CP, FABP5, COL9A3, TGFBI",270,1986,20666,1.927007572,0.002931291,3.67E-04,3.47E-04
GOTERM_CC_DIRECT,GO:0048471~perinuclear region of cytoplasm,26,9.489051095,2.07E-05,"BRSK2, RAB3A, AATK, LDB3, CABP1, NDRG2, SLC5A3, DNAJB2, SPP1, GBP2, SBF1, PTGDS, ABCA1, GALNT6, HHATL, HSP90AA1, HIP1R, MAPK8IP3, DAB2, PLSCR1, INF2, DAAM1, S100A6, CHI3L1, S100A4, NUPR1",270,757,20666,2.628876168,0.006782536,7.56E-04,7.15E-04
GOTERM_CC_DIRECT,GO:0016020~membrane,100,36.49635036,1.21E-04,"SLC35B2, SPARC, RAB3A, GPR65, ARHGDIG, GOLIM4, ANTXR1, NDST1, LGALS3, LIPE, CYP1B1, VSIG4, SBF1, CA14, SH3GLB2, PAQR6, FNDC3B, GABRG2, EML2, FRMD3, TPST1, TYROBP, DAAM1, ASPHD1, MAL, TMEM63A, CFI, CEND1, ITPR2, FPR3, NDRG2, SLC5A3, KLC2, SLAMF8, ST3GAL4, SLC15A3, S100A10, ABCA1, ABCA2, MYH7B, HHATL, MSR1, HLA-DRB5, DTNA, FUS, FZD7, PARP14, GNAO1, TMEM235, PTPRC, HLA-DRA, TUBGCP6, CD24, ADA, TUBA8, MS4A7, TMEM51, AATK, PCSK5, OLR1, EVI5L, HLA-DPA1, SUN2, HSP90AA1, ANXA2, ABCC8, EXOC7, EMP1, ANO6, EMP3, PLSCR1, CAT, TLR5, ATP6V0C, CD44, DDR2, VSTM2B, COLEC12, MGRN1, CXCR4, ERBB3, IFI16, SV2B, GPNMB, C10ORF105, MGAT5B, PDPN, MAN1C1, NCDN, ATP6V0E2, CMTM7, SLC12A5, CMTM5, HIP1R, SNX22, LILRB3, MERTK, FCGR2A, IGLL1, EVI2B",270,5475,20666,1.398004397,0.038901835,0.003967633,0.003750559
GOTERM_CC_DIRECT,GO:0005788~endoplasmic reticulum lumen,13,4.744525547,8.46E-04,"PDIA2, COL27A1, COL16A1, CP, FSTL1, SERPINH1, SPP1, CERCAM, COL8A2, SERPING1, COL8A1, COL9A3, TIMP1",270,312,20666,3.189197531,0.243155568,0.02531633,0.023931242
GOTERM_CC_DIRECT,GO:0005604~basement membrane,7,2.554744526,0.001876662,"SPARC, COL16A1, ANXA2, COL8A2, COL9A3, TIMP1, TGFBI",270,99,20666,5.411971568,0.460979577,0.051451812,0.04863682
GOTERM_CC_DIRECT,GO:0009986~cell surface,19,6.934306569,0.002870124,"HSP90AA1, ANXA1, SPARC, ANXA2, CXCR4, LPL, ANO6, ANTXR1, LGALS3, TYROBP, PTPRC, SLAMF8, HLA-DRA, MBP, CD24, CD44, ADA, HLA-DPA1, S100A10",270,665,20666,2.186878307,0.611564687,0.068760126,0.064998174
GOTERM_CC_DIRECT,GO:0016323~basolateral plasma membrane,11,4.01459854,0.002952045,"ABCA1, HSP90AA1, ANXA1, ERBB3, ANXA2, PDPN, C5AR1, ADORA1, SLC5A3, CA14, CD44",270,270,20666,3.118326475,0.621923732,0.068760126,0.064998174
GOTERM_CC_DIRECT,GO:0030666~endocytic vesicle membrane,6,2.189781022,0.00313496,"COLEC12, MSR1, HLA-DRB5, CAMK2A, HLA-DRA, HLA-DPA1",270,76,20666,6.042690058,0.644070278,0.068760126,0.064998174
GOTERM_CC_DIRECT,GO:0001725~stress fiber,6,2.189781022,0.005588228,"DAAM1, PALLD, SYNPO2, FSCN1, LDB3, SORBS1",270,87,20666,5.278671775,0.841766453,0.114907932,0.108621176
GOTERM_CC_DIRECT,GO:0070062~extracellular exosome,44,16.05839416,0.006114664,"SERPINA3, FCGBP, TMEM63A, MGRN1, CFI, CXCR4, NDRG2, FSTL1, FTCD, LGALS3, TUBB6, SCIN, NAMPT, SPP1, MAN1C1, SFN, CD14, TIMP1, PTGDS, S100A10, HLA-DRB5, HSP90AA1, ANXA1, ANGPT1, ANXA2, RFTN1, DEFA3, ANO6, CP, IGLL5, PLSCR1, PTPRC, FABP5, CAT, S100A6, FSCN1, SERPING1, CHI3L1, HLA-DRA, S100A4, TGFBI, VIM, ATP6V0C, CD44",270,2242,20666,1.502137642,0.867065696,0.118336737,0.111862387
GOTERM_CC_DIRECT,GO:0005765~lysosomal membrane,13,4.744525547,0.006552622,"ABCA2, HLA-DRB5, TMEM63A, ANXA2, CP, DAB2, KLC2, HLA-DRA, TAB2, SLC15A3, ATP6V0E2, ATP6V0C, HLA-DPA1",270,401,20666,2.481370647,0.885009596,0.11976736,0.113214739
GOTERM_CC_DIRECT,GO:0030424~axon,12,4.379562044,0.008672339,"NTNG2, TGFB2, RAB3A, DTNA, PALLD, KIF1C, NEFM, CCK, VIM, SRCIN1, MAPK8IP3, GABRG2",270,366,20666,2.509532483,0.94305352,0.146717095,0.13869002
GOTERM_CC_DIRECT,GO:0030665~clathrin-coated vesicle membrane,4,1.459854015,0.008918972,"DAB2, HIP1R, ATP6V0E2, ATP6V0C",270,33,20666,9.277665544,0.94752959,0.146717095,0.13869002
GOTERM_CC_DIRECT,GO:0031012~extracellular matrix,9,3.284671533,0.01022784,"FCGBP, ADAMTS14, ECM2, COL8A2, DEFA3, CHI3L1, TNFRSF11B, TIMP1, TGFBI",270,228,20666,3.021345029,0.96603028,0.160236161,0.151469441
GOTERM_CC_DIRECT,GO:0031093~platelet alpha granule lumen,5,1.824817518,0.011920826,"SERPINA3, TGFB2, SPARC, SERPING1, TIMP1",270,68,20666,5.627995643,0.980658762,0.170483107,0.161155764
GOTERM_CC_DIRECT,GO:0005737~cytoplasm,95,34.67153285,0.011955131,"STEAP3, SPARC, CITED4, ARHGDIG, STMN4, FTCD, TUBA1C, LGALS3, TUBB6, KIF19, NAMPT, CCRL2, KIF1C, NEFM, SOX6, SBF1, ARRDC4, SH3GLB2, MBNL1, HSP90AA1, ANXA1, ANXA2, CIRBP, OLIG2, SRCIN1, MAPK8IP3, EML2, PLSCR1, MAP7D1, CAT, S100A6, FSCN1, CHI3L1, NUPR1, NAT8L, LLGL2, BRSK2, MGRN1, CAMK2A, CXCR4, AK4, CABP1, DBF4B, AGAP3, TYMS, PLCXD1, NDRG2, PHYHIP, SAMSN1, ZFP36L1, DNAJB2, KLC2, SCIN, SOHLH1, IFI16, PCBP4, CCDC85B, RAB23, CCL3, S100A12, S1PR3, SFN, APBB1, GBP2, S100A10, CCR1, CDK18, MYH7B, XBP1, DTNA, BTBD17, FUS, RFTN1, HIP1R, MIB2, PLEKHA4, SORBS1, MERTK, PARP14, GNAO1, DAB2, GJB1, MYO15B, FABP5, KLHL6, FABP7, RPS6KB2, TUBGCP6, MAP3K10, TAB2, VIM, RGS11, APBA2, TRIM34, TUBA8",270,5887,20666,1.235157189,0.98087843,0.170483107,0.161155764
GOTERM_CC_DIRECT,GO:0000139~Golgi membrane,18,6.569343066,0.012436458,"SLC35B2, GALNT6, SCARA3, HLA-DRB5, GOLIM4, CABP1, PCSK5, MAPK8IP3, FTCD, NDST1, TPST1, MGAT5B, MAN1C1, ST3GAL4, HLA-DRA, GBP2, ATP6V0C, HLA-DPA1",270,713,20666,1.932304815,0.983710751,0.170483107,0.161155764
GOTERM_CC_DIRECT,GO:0043231~intracellular membrane-bounded organelle,21,7.664233577,0.018517459,"ARRDC4, ABCA1, ABCA2, CD84, SPARC, TMEM63A, MGRN1, FZD7, SYNPO2, HIP1R, DBF4B, IFI30, DAB2, MAP1LC3A, CAT, CYP1B1, OLR1, SLC15A3, CD24, HLA-DPA1, LLGL2",270,924,20666,1.73956229,0.997865145,0.243689756,0.230357186
GOTERM_CC_DIRECT,GO:0016324~apical plasma membrane,12,4.379562044,0.019582388,"CNTFR, HSP90AA1, TMEM235, ANXA1, ERBB3, PDPN, HIP1R, MAL, SLC5A3, CA14, CD44, DDR2",270,412,20666,2.229341963,0.998506335,0.247792523,0.234235485
GOTERM_CC_DIRECT,GO:0030658~transport vesicle membrane,4,1.459854015,0.020701981,"HLA-DRB5, HLA-DRA, ITPR2, HLA-DPA1",270,45,20666,6.803621399,0.998974362,0.252257472,0.238456151
GOTERM_CC_DIRECT,GO:0009897~external side of plasma membrane,12,4.379562044,0.021564956,"ABCA1, CCR1, CNTFR, CD84, FCGR2A, PTPRC, CCRL2, CXCR4, CD14, CD24, ANTXR1, ADA",270,418,20666,2.197341839,0.99923259,0.253388234,0.239525048
GOTERM_CC_DIRECT,GO:1990665~AnxA2-p11 complex,2,0.729927007,0.025864289,"ANXA2, S100A10",270,2,20666,76.54074074,0.99981978,0.290926591,0.275009635
GOTERM_CC_DIRECT,GO:0005925~focal adhesion,12,4.379562044,0.026528261,"DAB2, PTPRC, ANXA1, PALLD, SYNPO2, CAT, SORBS1, VIM, ATP6V0C, CD44, CNN3, DDR2",270,431,20666,2.131064707,0.999855994,0.290926591,0.275009635
GOTERM_CC_DIRECT,GO:0005815~microtubule organizing center,5,1.824817518,0.028981003,"ABCA2, EXOC7, TUBGCP6, VIM, EHBP1",270,89,20666,4.300041615,0.999937205,0.307572576,0.290744897
GOTERM_CC_DIRECT,GO:0030426~growth cone,6,2.189781022,0.031895257,"PALLD, FSCN1, STMN4, APBB1, NDRG2, MAPK8IP3",270,135,20666,3.4018107,0.999976641,0.327923115,0.309982032
GOTERM_CC_DIRECT,GO:0005912~adherens junction,7,2.554744526,0.035116923,"ANXA1, ANXA2, CCDC85B, LDB3, SORBS1, CNN3, LLGL2",270,186,20666,2.880565512,0.999992199,0.345281392,0.326390617
GOTERM_CC_DIRECT,GO:0031258~lamellipodium membrane,3,1.094890511,0.035682575,"PDPN, ANTXR1, CD44",270,23,20666,9.983574879,0.999993567,0.345281392,0.326390617
GOTERM_CC_DIRECT,GO:0001726~ruffle,5,1.824817518,0.040467712,"PALLD, PDPN, FSCN1, S100A6, SAMSN1",270,99,20666,3.865693977,0.999998748,0.380396491,0.359584525
GOTERM_CC_DIRECT,GO:0042613~MHC class II protein complex,3,1.094890511,0.044690385,"HLA-DRB5, HLA-DRA, HLA-DPA1",270,26,20666,8.831623932,0.999999707,0.408420464,0.386075272
GOTERM_CC_DIRECT,GO:0005794~Golgi apparatus,22,8.02919708,0.052596273,"ABCA1, SLC35B2, GALNT6, OPALIN, GOLIM4, STMN4, NDRG2, PCSK5, FTCD, NDST1, TPST1, PLSCR1, BCL6, MGAT5B, NPY, SPP1, ST3GAL4, KIF1C, CD14, PTGDS, GBP2, CD44",270,1103,20666,1.526651221,0.999999981,0.457395041,0.432370388
GOTERM_CC_DIRECT,GO:0070161~anchoring junction,4,1.459854015,0.052829822,"SCIN, PDPN, CXCR4, ADA",270,65,20666,4.71019943,0.999999982,0.457395041,0.432370388
GOTERM_CC_DIRECT,GO:0005768~endosome,9,3.284671533,0.056748556,"ABCA1, ARRDC4, ABCA2, STEAP3, RAB3A, ANXA1, ANXA2, RFTN1, EHBP1",270,318,20666,2.166247379,0.999999996,0.478724997,0.452533356
GOTERM_CC_DIRECT,GO:0005594~collagen type IX trimer,2,0.729927007,0.063416328,"COL16A1, COL9A3",270,5,20666,30.6162963,1,0.49985673,0.472508946
GOTERM_CC_DIRECT,GO:0046696~lipopolysaccharide receptor complex,2,0.729927007,0.063416328,"LY96, CD14",270,5,20666,30.6162963,1,0.49985673,0.472508946
GOTERM_CC_DIRECT,GO:0043235~receptor complex,7,2.554744526,0.063811497,"ERBB3, LY96, ITPR2, OLR1, TNFRSF11B, MERTK, DDR2",270,216,20666,2.480486968,1,0.49985673,0.472508946
GOTERM_CC_DIRECT,GO:0070821~tertiary granule membrane,4,1.459854015,0.069842036,"TMEM63A, OLR1, ANO6, ATP6V0C",270,73,20666,4.194013191,1,0.534372786,0.505136585
GOTERM_CC_DIRECT,GO:0005874~microtubule,9,3.284671533,0.073572471,"TUBA1C, TUBB6, KLC2, KIF19, MAP1LC3A, TUBGCP6, KIF1C, EML2, TUBA8",270,336,20666,2.050198413,1,0.550121431,0.520023602
GOTERM_CC_DIRECT,GO:0098553~lumenal side of endoplasmic reticulum membrane,3,1.094890511,0.075867689,"HLA-DRB5, HLA-DRA, HLA-DPA1",270,35,20666,6.560634921,1,0.554677106,0.52433003
GOTERM_CC_DIRECT,GO:0090575~RNA polymerase II transcription regulator complex,5,1.824817518,0.082563993,"XBP1, MAFB, ANXA2, CEBPG, S100A10",270,126,20666,3.037330982,1,0.590512033,0.558204384
GOTERM_CC_DIRECT,GO:0016363~nuclear matrix,5,1.824817518,0.092062793,"SPARC, ANXA2, SORBS1, VIM, S100A10",270,131,20666,2.921402318,1,0.644439554,0.609181463
GOTERM_CC_DIRECT,GO:0002102~podosome,3,1.094890511,0.099467613,"SCIN, PALLD, FSCN1",270,41,20666,5.600542005,1,0.681767599,0.644467244
KEGG_PATHWAY,hsa04145:Phagosome,13,4.744525547,2.22E-05,"COLEC12, MSR1, HLA-DRB5, TUBA1C, TUBB6, FCGR2A, OLR1, HLA-DRA, CD14, ATP6V0E2, ATP6V0C, HLA-DPA1, TUBA8",157,159,8865,4.616632616,0.005570514,0.005229169,0.005104665
KEGG_PATHWAY,hsa05323:Rheumatoid arthritis,10,3.649635036,4.15E-05,"TGFB2, HLA-DRB5, ANGPT1, CCL3, HLA-DRA, CCL2, CXCL1, ATP6V0E2, ATP6V0C, HLA-DPA1",157,95,8865,5.943680858,0.010404055,0.005229169,0.005104665
KEGG_PATHWAY,hsa05150:Staphylococcus aureus infection,10,3.649635036,7.29E-05,"HLA-DRB5, FCGR2A, C1S, CFI, C5AR1, HLA-DRA, DEFA3, FPR3, MASP1, HLA-DPA1",157,102,8865,5.535781191,0.01819315,0.006120004,0.005974289
KEGG_PATHWAY,hsa04621:NOD-like receptor signaling pathway,12,4.379562044,4.90E-04,"HSP90AA1, MAP1LC3A, IFI16, NAMPT, DEFA3, CCL2, ITPR2, CXCL1, TAB2, GBP2, ANTXR1, NFKBIB",157,189,8865,3.585077343,0.116085119,0.030841076,0.030106765
KEGG_PATHWAY,hsa05417:Lipid and atherosclerosis,12,4.379562044,0.00147159,"ABCA1, XBP1, HSP90AA1, CAMK2A, MIB2, CCL3, LY96, CCL2, OLR1, CXCL1, TAB2, CD14",157,216,8865,3.136942675,0.310034591,0.065142003,0.063591003
KEGG_PATHWAY,hsa05132:Salmonella infection,13,4.744525547,0.001551,"HSP90AA1, ANXA2, EXOC7, LY96, TUBA1C, TUBB6, KLC2, PTPRC, TAB2, CD14, TLR5, S100A10, TUBA8",157,251,8865,2.924480422,0.323724972,0.065142003,0.063591003
KEGG_PATHWAY,hsa05140:Leishmaniasis,7,2.554744526,0.002603525,"TGFB2, HLA-DRB5, FCGR2A, HLA-DRA, TAB2, HLA-DPA1, NFKBIB",157,79,8865,5.003225026,0.481566716,0.093726911,0.091495317
KEGG_PATHWAY,hsa05145:Toxoplasmosis,8,2.919708029,0.003536213,"GNAO1, TGFB2, HLA-DRB5, HLA-DRA, LY96, TAB2, HLA-DPA1, NFKBIB",157,112,8865,4.033212011,0.59045359,0.111390715,0.108738555
KEGG_PATHWAY,hsa04820:Cytoskeleton in muscle cells,11,4.01459854,0.007775267,"SUN2, MYH7B, COL27A1, INF2, DTNA, MYBPHL, DAAM1, SYNPO2, COL9A3, LDB3, VIM",157,232,8865,2.677218318,0.860127544,0.217707476,0.212523965
KEGG_PATHWAY,hsa05152:Tuberculosis,9,3.284671533,0.014935584,"TGFB2, HLA-DRB5, FCGR2A, CEBPG, CAMK2A, HLA-DRA, CD14, ATP6V0C, HLA-DPA1",157,182,8865,2.7922237,0.97745309,0.376376718,0.367415367
KEGG_PATHWAY,hsa04610:Complement and coagulation cascades,6,2.189781022,0.019255434,"C1S, CFI, C5AR1, SERPING1, MASP1, VSIG4",157,88,8865,3.849884192,0.992551146,0.441124489,0.430621525
KEGG_PATHWAY,hsa05321:Inflammatory bowel disease,5,1.824817518,0.028639503,"TGFB2, HLA-DRB5, HLA-DRA, TLR5, HLA-DPA1",157,66,8865,4.277649102,0.999339504,0.601429571,0.58710982
KEGG_PATHWAY,hsa04640:Hematopoietic cell lineage,6,2.189781022,0.031350063,"HLA-DRB5, HLA-DRA, CD14, CD24, CD44, HLA-DPA1",157,100,8865,3.387898089,0.999673377,0.607708908,0.593239648
KEGG_PATHWAY,hsa04380:Osteoclast differentiation,7,2.554744526,0.040286858,"TGFB2, FCGR2A, TYROBP, ITPR2, TNFRSF11B, TAB2, LILRB3",157,143,8865,2.76401942,0.999968403,0.702930752,0.686194305
KEGG_PATHWAY,hsa04620:Toll-like receptor signaling pathway,6,2.189781022,0.042985251,"SPP1, CCL3, LY96, TAB2, CD14, TLR5",157,109,8865,3.108163385,0.999984458,0.702930752,0.686194305
KEGG_PATHWAY,hsa03320:PPAR signaling pathway,5,1.824817518,0.044630524,"FABP5, FABP7, LPL, OLR1, SORBS1",157,76,8865,3.714800536,0.999989926,0.702930752,0.686194305
KEGG_PATHWAY,hsa04612:Antigen processing and presentation,5,1.824817518,0.054168907,"HLA-DRB5, HSP90AA1, HLA-DRA, IFI30, HLA-DPA1",157,81,8865,3.485491861,0.999999196,0.742569021,0.724888806
KEGG_PATHWAY,hsa00340:Histidine metabolism,3,1.094890511,0.056482672,"MAOB, CARNS1, FTCD",157,22,8865,7.699768384,0.999999567,0.742569021,0.724888806
KEGG_PATHWAY,hsa04672:Intestinal immune network for IgA production,4,1.459854015,0.057466733,"HLA-DRB5, HLA-DRA, CXCR4, HLA-DPA1",157,50,8865,4.517197452,0.999999667,0.742569021,0.724888806
KEGG_PATHWAY,hsa04814:Motor proteins,8,2.919708029,0.058934049,"TUBA1C, MYH7B, TUBB6, KLC2, KIF19, MYO15B, KIF1C, TUBA8",157,197,8865,2.292993631,0.999999775,0.742569021,0.724888806
KEGG_PATHWAY,hsa05022:Pathways of neurodegeneration - multiple diseases,14,5.109489051,0.083113125,"XBP1, FUS, FZD7, CAMK2A, ITPR2, TUBA1C, TUBB6, KLC2, MAP1LC3A, CAT, ATG2A, MAP3K10, NEFM, TUBA8",157,483,8865,1.636665744,1,0.997357504,0.973610897
KEGG_PATHWAY,hsa04061:Viral protein interaction with cytokine and cytokine receptor,5,1.824817518,0.099482389,"CCR1, CCL3, CCL2, CXCR4, CXCL1",157,100,8865,2.823248408,1,1,0.980079681
